"Study","Condition","Participant","Passed_Comp_Test","Position","Chose_Prioritarian","Repeat","Motiv_To_Change","Motiv_To_Maximize","Motiv_To_Prioritize","Risk","Pol_A","Pol_B","Rater_1_Fairness","Rater_2_Fairness","Fairness_Reasoning"
2,"C",36,FALSE,4,0,1,FALSE,0,0,8,3,5,0,0,0
2,"C",37,TRUE,3,1,1,FALSE,0,0,10,3,6,0,0,0
2,"C",38,TRUE,3,1,1,FALSE,0,0,6,2,5,1,0,0
2,"C",39,TRUE,2,0,0,TRUE,0,1,6,4,5,0,0,0
2,"C",40,TRUE,1,1,1,FALSE,0,0,3,2,3,1,1,1
2,"C",41,TRUE,1,0,0,TRUE,0,1,5,2,6,0,0,0
2,"C",42,TRUE,3,1,0,FALSE,0,0,0,4,5,0,0,0
2,"C",43,TRUE,3,1,1,TRUE,1,0,4,2,4,1,1,1
2,"C",44,TRUE,2,0,1,TRUE,0,1,3,1,1,0,0,0
2,"C",45,TRUE,3,0,1,FALSE,0,0,5,1,0,0,0,0
2,"C",46,TRUE,1,1,1,FALSE,0,0,8,0,1,1,1,1
2,"C",47,FALSE,2,0,1,FALSE,0,0,5,4,5,0,0,0
2,"C",48,TRUE,1,1,1,FALSE,0,0,6,2,4,1,1,1
2,"C",49,TRUE,1,1,1,FALSE,0,0,3,2,3,1,1,1
2,"C",50,TRUE,3,1,1,FALSE,0,0,7,0,2,0,0,0
2,"C",51,FALSE,2,1,1,FALSE,0,0,6,1,2,1,1,1
2,"C",52,FALSE,2,0,1,FALSE,0,0,5,3,4,0,0,0
2,"C",53,TRUE,1,0,1,FALSE,0,0,7,1,1,0,0,0
2,"C",54,TRUE,1,0,1,FALSE,0,0,1,3,5,0,0,0
2,"C",55,TRUE,3,1,0,TRUE,1,0,8,3,6,0,0,0
2,"C",56,TRUE,2,0,0,TRUE,0,1,6,5,8,0,0,0
2,"C",57,TRUE,4,1,1,FALSE,0,0,5,3,5,0,0,0
2,"C",58,TRUE,3,1,0,TRUE,1,0,6,1,1,0,0,0
2,"C",59,TRUE,1,0,1,FALSE,0,0,7,2,5,0,0,0
2,"C",60,FALSE,3,0,1,FALSE,0,0,3,4,5,0,0,0
2,"C",61,TRUE,2,0,0,TRUE,0,1,8,5,8,0,0,0
2,"C",62,FALSE,4,1,0,FALSE,0,0,5,4,7,0,0,0
2,"C",63,TRUE,1,0,1,FALSE,0,0,5,3,5,0,0,0
2,"C",64,TRUE,4,1,0,FALSE,0,0,3,3,5,0,0,0
2,"C",65,TRUE,2,1,1,FALSE,0,0,3,1,3,1,1,1
2,"C",66,TRUE,1,1,1,FALSE,0,0,3,4,6,1,1,1
2,"C",67,TRUE,2,0,1,FALSE,0,0,7,2,4,0,0,0
2,"C",68,FALSE,2,1,1,FALSE,0,0,5,2,8,0,0,0
2,"C",69,TRUE,4,1,1,FALSE,0,0,2,2,3,0,0,0
2,"C",70,TRUE,2,0,0,TRUE,0,1,2,3,6,0,0,0
2,"C",71,TRUE,1,0,1,FALSE,0,0,6,4,5,0,0,0
2,"C",72,FALSE,4,1,0,TRUE,1,0,7,2,4,0,0,0
2,"C",73,TRUE,3,0,1,FALSE,0,0,3,0,1,0,0,0
2,"C",74,TRUE,3,1,1,TRUE,1,0,5,3,5,1,1,1
2,"C",75,TRUE,4,1,0,TRUE,1,0,10,3,5,0,0,0
2,"C",76,TRUE,3,1,1,FALSE,0,0,5,2,4,1,1,1
2,"C",77,TRUE,4,1,0,TRUE,1,0,4,3,5,0,0,0
2,"C",78,TRUE,2,1,1,FALSE,0,0,7,0,1,1,1,1
2,"C",79,FALSE,3,1,0,TRUE,1,0,4,3,5,1,1,1
2,"C",80,TRUE,1,0,0,TRUE,0,1,3,2,2,0,0,0
2,"C",81,TRUE,2,0,1,TRUE,0,1,2,2,5,0,0,0
2,"C",82,TRUE,2,0,1,FALSE,0,0,6,3,5,0,0,0
2,"C",83,TRUE,4,1,1,FALSE,0,0,4,0,0,0,1,1
2,"C",84,TRUE,2,1,0,FALSE,0,0,5,4,6,0,0,0
2,"C",85,TRUE,2,1,0,FALSE,0,0,6,3,5,0,0,0
2,"C",86,TRUE,1,0,1,TRUE,0,1,1,3,5,0,0,0
2,"C",87,TRUE,2,0,1,FALSE,0,0,7,0,1,0,0,0
2,"C",88,TRUE,4,1,1,FALSE,0,0,8,2,3,0,0,0
2,"C",89,TRUE,2,1,1,FALSE,0,0,6,3,5,1,1,1
2,"V",90,TRUE,3,0,0,FALSE,0,0,7,2,4,0,0,0
2,"C",91,FALSE,3,0,1,FALSE,0,0,4,3,2,0,0,0
2,"C",92,TRUE,4,1,1,FALSE,0,0,6,3,5,0,0,0
2,"C",93,TRUE,4,1,1,TRUE,1,0,5,1,1,1,1,1
2,"V",94,TRUE,2,1,1,FALSE,0,0,2,2,4,1,1,1
2,"C",95,TRUE,1,1,0,FALSE,0,0,3,3,1,1,1,1
2,"V",96,TRUE,3,0,1,FALSE,0,0,10,3,5,0,0,0
2,"V",97,TRUE,2,0,1,FALSE,0,0,7,5,7,0,0,0
2,"V",98,TRUE,2,1,1,FALSE,0,0,5,4,6,1,1,1
2,"V",99,TRUE,4,1,1,FALSE,0,0,1,1,2,1,1,1
2,"V",100,TRUE,1,1,1,FALSE,0,0,6,1,2,1,1,1
2,"V",101,TRUE,2,1,1,FALSE,0,0,2,0,0,1,1,1
2,"V",102,TRUE,1,0,0,TRUE,0,1,6,1,2,0,0,0
2,"V",103,FALSE,1,0,1,TRUE,0,1,8,3,5,0,0,0
2,"V",104,TRUE,4,0,0,FALSE,0,0,4,2,2,0,0,0
2,"V",105,TRUE,1,1,1,FALSE,0,0,4,2,3,1,1,1
2,"V",106,TRUE,2,1,1,FALSE,0,0,5,2,3,1,1,1
2,"V",107,TRUE,2,1,1,FALSE,0,0,2,3,5,1,1,1
2,"V",108,TRUE,4,1,1,FALSE,0,0,2,4,5,0,0,0
2,"V",109,TRUE,4,0,0,FALSE,0,0,3,1,2,0,0,0
2,"V",110,TRUE,4,0,1,FALSE,0,0,9,3,5,0,0,0
2,"V",111,TRUE,1,1,1,FALSE,0,0,6,1,2,1,1,1
2,"V",112,TRUE,2,1,1,FALSE,0,0,3,5,7,1,1,1
2,"V",113,TRUE,2,0,0,FALSE,0,0,4,3,5,0,0,0
2,"V",114,TRUE,1,0,1,FALSE,0,0,2,3,5,0,0,0
2,"V",115,TRUE,2,0,1,FALSE,0,0,4,2,6,0,0,0
2,"V",116,TRUE,3,0,0,FALSE,0,0,7,3,5,0,0,0
2,"V",117,TRUE,4,1,1,FALSE,0,0,9,1,0,1,1,1
2,"V",118,TRUE,2,0,1,FALSE,0,0,6,1,2,1,1,1
2,"V",119,TRUE,2,1,1,FALSE,0,0,2,1,1,1,1,1
2,"V",120,TRUE,3,1,0,FALSE,0,0,8,1,2,0,0,0
2,"V",121,TRUE,1,1,1,FALSE,0,0,1,3,5,1,1,1
2,"V",122,TRUE,3,1,0,TRUE,1,0,6,3,5,1,1,1
2,"V",123,TRUE,4,0,0,FALSE,0,0,6,3,5,0,0,0
2,"V",124,TRUE,3,1,1,TRUE,1,0,7,3,5,0,0,0
2,"V",125,TRUE,1,1,1,FALSE,0,0,2,3,5,1,1,1
2,"V",126,TRUE,4,0,0,FALSE,0,0,6,1,2,0,0,0
2,"V",127,TRUE,1,0,1,TRUE,0,1,1,6,5,0,0,0
2,"V",128,TRUE,3,0,0,FALSE,0,0,2,0,0,0,0,0
2,"V",129,TRUE,2,0,0,TRUE,0,1,6,1,3,0,0,0
2,"V",130,TRUE,1,0,1,FALSE,0,0,6,1,3,0,0,0
2,"V",131,TRUE,4,1,0,TRUE,1,0,3,2,3,1,1,1
2,"V",132,FALSE,3,0,1,FALSE,0,0,5,1,2,1,1,1
2,"V",133,TRUE,2,0,0,TRUE,0,1,3,3,5,0,0,0
2,"V",134,TRUE,3,1,1,FALSE,0,0,7,4,6,0,0,0
2,"C",135,TRUE,1,0,1,FALSE,0,0,5,3,5,0,0,0
2,"C",136,FALSE,3,1,1,TRUE,1,0,6,3,5,0,0,0
2,"C",137,TRUE,3,1,0,TRUE,1,0,7,1,2,0,0,0
2,"C",138,FALSE,3,1,1,FALSE,0,0,9,1,3,1,1,1
2,"C",139,TRUE,4,1,1,FALSE,0,0,3,3,5,0,0,0
2,"C",140,TRUE,3,1,0,TRUE,1,0,7,2,3,0,0,0
2,"C",141,TRUE,3,1,0,TRUE,1,0,6,1,3,0,0,0
2,"C",142,FALSE,4,1,1,TRUE,1,0,2,0,0,0,0,0
2,"C",143,TRUE,2,0,1,FALSE,0,0,6,2,6,0,0,0
2,"C",144,TRUE,4,1,0,TRUE,1,0,3,3,5,0,0,0
2,"C",145,FALSE,4,1,0,TRUE,1,0,8,2,3,1,1,1
2,"C",146,TRUE,2,0,0,FALSE,0,0,2,4,3,0,0,0
2,"C",147,TRUE,3,1,1,TRUE,1,0,5,2,3,1,1,1
2,"C",148,TRUE,1,0,1,FALSE,0,0,7,4,6,0,0,0
2,"C",149,TRUE,2,0,1,TRUE,0,1,8,1,2,0,0,0
2,"C",150,TRUE,3,1,1,FALSE,0,0,7,3,5,0,0,0
2,"C",151,TRUE,1,0,0,TRUE,0,1,9,2,4,0,0,0
2,"C",152,TRUE,1,0,0,FALSE,0,0,7,3,5,0,0,0
2,"C",153,TRUE,4,1,0,TRUE,1,0,7,4,7,0,0,0
2,"C",154,TRUE,1,1,1,FALSE,0,0,4,2,2,1,1,1
2,"C",155,TRUE,2,0,0,FALSE,0,0,7,1,2,0,0,0
2,"C",156,TRUE,4,1,0,TRUE,1,0,7,2,4,0,0,0
2,"C",157,TRUE,3,1,0,TRUE,1,0,7,1,2,0,0,0
2,"C",158,TRUE,2,0,0,TRUE,0,1,2,1,2,0,0,0
2,"C",159,TRUE,1,1,1,FALSE,0,0,3,2,3,1,1,1
2,"C",160,TRUE,1,0,1,FALSE,0,0,9,4,5,0,0,0
2,"C",161,FALSE,4,1,1,FALSE,0,0,8,2,5,0,0,0
2,"C",162,TRUE,2,0,0,TRUE,0,1,8,1,2,0,0,0
2,"C",163,TRUE,2,0,0,TRUE,0,1,7,5,8,0,0,0
2,"C",164,TRUE,3,0,1,FALSE,0,0,4,2,4,0,0,0
2,"C",165,TRUE,2,0,0,FALSE,0,0,7,3,6,0,0,0
2,"C",166,TRUE,3,0,0,FALSE,0,0,7,3,6,0,0,0
2,"C",167,TRUE,2,0,0,TRUE,0,1,6,3,5,0,0,0
2,"C",168,TRUE,3,1,1,FALSE,0,0,7,5,8,0,0,0
2,"C",169,FALSE,4,1,0,FALSE,0,0,5,5,8,0,0,0
2,"V",170,TRUE,1,0,0,FALSE,0,0,5,1,3,0,0,0
2,"V",171,TRUE,3,0,1,FALSE,0,0,1,2,4,0,0,0
2,"V",172,TRUE,3,0,1,FALSE,0,0,7,2,4,0,0,0
2,"V",173,TRUE,4,0,1,FALSE,0,0,7,0,1,0,0,0
2,"V",174,TRUE,4,1,1,FALSE,0,0,5,1,2,0,0,0
2,"V",175,TRUE,4,1,1,FALSE,0,0,9,4,6,1,1,1
2,"V",176,TRUE,1,1,1,FALSE,0,0,6,2,3,1,1,1
2,"V",177,TRUE,4,0,0,FALSE,0,0,2,4,6,0,0,0
2,"V",178,TRUE,3,0,1,FALSE,0,0,2,1,0,0,0,0
2,"V",179,TRUE,1,0,1,FALSE,0,0,4,2,4,0,0,0
2,"V",180,TRUE,1,1,1,FALSE,0,0,5,3,7,1,1,1
2,"V",181,TRUE,4,1,1,TRUE,1,0,4,2,4,0,0,0
2,"V",182,TRUE,4,1,0,TRUE,1,0,5,5,7,1,1,1
2,"V",183,TRUE,1,1,1,FALSE,0,0,6,3,5,1,1,1
2,"V",184,TRUE,4,1,0,TRUE,1,0,1,4,5,0,0,0
2,"V",185,TRUE,1,0,0,TRUE,0,1,7,4,6,0,0,0
2,"V",186,TRUE,4,1,1,FALSE,0,0,6,2,5,1,0,1
2,"V",187,TRUE,3,0,1,FALSE,0,0,5,1,2,1,1,1
2,"V",188,TRUE,4,1,1,FALSE,0,0,9,1,2,1,1,1
2,"V",189,FALSE,2,1,0,FALSE,0,0,3,4,7,1,1,1
2,"V",190,TRUE,4,1,1,TRUE,1,0,2,1,2,1,1,1
2,"V",191,TRUE,1,0,1,TRUE,0,1,5,3,5,0,0,0
2,"V",192,TRUE,4,1,1,FALSE,0,0,3,0,0,1,1,1
2,"V",193,TRUE,2,0,1,FALSE,0,0,10,3,5,0,0,0
2,"V",194,TRUE,4,0,1,FALSE,0,0,8,2,4,0,0,0
2,"V",195,TRUE,1,0,1,FALSE,0,0,8,0,0,0,0,0
2,"V",196,FALSE,3,0,1,FALSE,0,0,6,1,7,0,0,0
2,"V",197,TRUE,1,1,1,FALSE,0,0,6,3,5,0,0,0
2,"V",198,FALSE,3,0,0,FALSE,0,0,5,2,4,0,0,0
2,"V",199,FALSE,1,0,0,TRUE,0,1,6,3,5,0,0,0
2,"V",200,TRUE,4,0,1,FALSE,0,0,1,1,3,0,0,0
2,"V",201,TRUE,3,1,0,FALSE,0,0,6,3,5,0,0,0
2,"V",202,TRUE,3,1,1,FALSE,0,0,7,0,0,1,1,1
2,"V",203,TRUE,1,0,1,FALSE,0,0,7,5,7,0,0,0
2,"V",204,TRUE,4,1,1,FALSE,0,0,9,4,6,1,1,1
2,"V",205,TRUE,1,0,1,FALSE,0,0,7,3,5,0,0,0
2,"V",206,TRUE,1,1,1,FALSE,0,0,1,0,0,0,1,0
2,"V",207,TRUE,4,0,0,FALSE,0,0,6,1,2,0,0,0
2,"V",208,TRUE,1,0,0,TRUE,0,1,4,3,5,0,0,0
2,"V",209,TRUE,1,1,1,FALSE,0,0,6,3,5,1,1,1
2,"V",210,TRUE,4,0,0,FALSE,0,0,7,2,2,0,0,0
2,"V",211,TRUE,2,1,1,FALSE,0,0,7,4,6,1,1,1
2,"V",212,TRUE,1,1,0,FALSE,0,0,7,3,6,0,1,1
2,"V",213,TRUE,2,1,0,FALSE,0,0,5,3,5,1,1,1
2,"V",214,TRUE,1,0,0,TRUE,0,1,4,2,3,0,0,0
2,"V",215,TRUE,2,0,0,TRUE,0,1,9,5,7,0,0,0
2,"V",216,TRUE,4,0,1,FALSE,0,0,0,6,10,0,0,0
2,"V",217,TRUE,3,1,0,TRUE,1,0,5,4,6,1,1,1
2,"V",218,TRUE,2,1,0,FALSE,0,0,6,1,3,1,1,1
2,"V",219,TRUE,4,0,0,FALSE,0,0,5,1,1,0,0,0
2,"V",220,FALSE,1,1,1,FALSE,0,0,5,2,3,1,1,1
2,"V",221,TRUE,1,1,0,FALSE,0,0,6,1,1,0,0,0
2,"V",222,TRUE,1,0,1,TRUE,0,1,8,2,3,0,0,0
2,"V",223,TRUE,1,1,1,FALSE,0,0,8,1,2,1,1,1
2,"V",224,FALSE,3,0,0,FALSE,0,0,6,1,2,0,0,0
2,"V",225,TRUE,1,1,0,FALSE,0,0,4,1,2,1,1,1
2,"V",226,TRUE,4,1,1,FALSE,0,0,6,1,3,1,1,1
2,"V",227,FALSE,2,1,1,FALSE,0,0,5,4,6,1,1,1
2,"V",228,TRUE,3,0,0,FALSE,0,0,7,2,5,0,0,0
2,"V",229,TRUE,2,1,1,FALSE,0,0,3,4,7,1,1,1
2,"V",230,TRUE,2,1,1,FALSE,0,0,2,3,4,1,1,1
2,"V",231,TRUE,3,1,1,FALSE,0,0,6,2,4,1,1,1
2,"V",232,TRUE,4,0,0,FALSE,0,0,5,3,5,0,0,0
2,"V",233,TRUE,1,1,1,FALSE,0,0,7,1,1,1,1,1
2,"V",234,TRUE,4,1,1,FALSE,0,0,2,1,2,1,1,1
2,"V",235,TRUE,1,1,1,FALSE,0,0,4,1,1,1,1,1
2,"V",236,TRUE,2,0,1,FALSE,0,0,9,1,1,0,0,0
2,"V",237,TRUE,1,0,0,TRUE,0,1,8,2,5,0,0,0
2,"V",238,TRUE,1,1,1,FALSE,0,0,2,1,2,1,1,1
2,"V",239,TRUE,4,1,1,TRUE,1,0,3,2,3,1,1,1
2,"V",240,TRUE,4,1,1,TRUE,1,0,4,1,1,1,1,1
2,"V",241,FALSE,1,0,1,FALSE,0,0,0,3,5,0,0,0
2,"V",242,TRUE,3,1,1,FALSE,0,0,4,2,3,1,1,1
2,"V",243,FALSE,2,0,1,TRUE,0,1,7,1,4,0,0,0
2,"V",244,FALSE,1,0,0,TRUE,0,1,7,2,3,1,1,1
2,"V",245,TRUE,2,0,0,TRUE,0,1,2,6,9,0,0,0
2,"V",246,TRUE,2,1,0,FALSE,0,0,5,2,4,1,1,1
2,"V",247,TRUE,2,1,1,FALSE,0,0,6,4,6,1,1,1
2,"V",248,FALSE,1,1,1,FALSE,0,0,4,1,1,1,1,1
2,"V",249,TRUE,3,1,1,TRUE,1,0,3,0,1,1,1,1
2,"V",250,TRUE,3,1,1,FALSE,0,0,6,4,4,1,1,1
2,"V",251,FALSE,2,0,1,TRUE,0,1,4,1,2,0,0,0
2,"V",252,TRUE,3,0,1,FALSE,0,0,8,5,5,0,0,0
2,"V",253,TRUE,2,0,0,FALSE,0,0,8,0,0,1,1,1
2,"V",254,TRUE,3,1,1,FALSE,0,0,7,2,3,1,0,0
2,"V",255,TRUE,1,0,1,FALSE,0,0,9,4,5,0,0,0
2,"V",256,TRUE,2,0,1,TRUE,0,1,7,3,6,0,0,0
2,"V",257,TRUE,3,0,1,FALSE,0,0,9,1,2,0,0,0
2,"V",258,TRUE,3,1,1,FALSE,0,0,2,6,9,1,1,1
2,"V",259,TRUE,3,1,1,TRUE,1,0,7,1,3,1,1,1
2,"V",260,TRUE,1,1,1,FALSE,0,0,6,2,3,1,1,1
2,"V",261,TRUE,4,1,1,FALSE,0,0,9,4,8,1,1,1
2,"V",262,TRUE,4,0,0,FALSE,0,0,2,2,3,0,0,0
2,"V",263,TRUE,1,0,1,FALSE,0,0,7,1,3,0,0,0
2,"V",264,TRUE,1,1,0,FALSE,0,0,7,3,5,1,1,1
2,"V",265,TRUE,1,1,1,FALSE,0,0,3,0,0,1,1,1
2,"V",266,TRUE,1,0,1,FALSE,0,0,7,4,6,0,0,0
2,"V",267,TRUE,1,1,1,FALSE,0,0,7,2,4,1,0,1
2,"V",268,TRUE,4,1,1,TRUE,1,0,3,0,1,1,1,1
2,"V",269,TRUE,1,0,0,TRUE,0,1,5,1,2,0,0,0
2,"V",270,TRUE,1,0,1,FALSE,0,0,7,2,2,0,0,0
2,"V",271,TRUE,4,0,1,FALSE,0,0,5,3,5,0,0,0
2,"V",272,TRUE,2,1,0,FALSE,0,0,8,4,7,1,1,1
2,"V",273,TRUE,2,0,1,FALSE,0,0,5,4,6,1,1,1
2,"V",274,TRUE,4,0,1,FALSE,0,0,4,4,6,0,0,0
2,"V",275,TRUE,3,0,1,FALSE,0,0,5,3,6,0,0,0
2,"V",276,FALSE,3,0,1,FALSE,0,0,7,1,2,1,1,1
2,"V",277,FALSE,4,1,1,TRUE,1,0,0,4,5,0,0,0
2,"V",278,TRUE,3,0,0,FALSE,0,0,3,0,5,0,0,0
2,"V",279,TRUE,1,1,1,FALSE,0,0,3,2,4,1,1,1
2,"V",280,TRUE,3,1,1,FALSE,0,0,3,0,0,1,1,1
2,"V",281,TRUE,3,0,1,FALSE,0,0,4,3,5,1,0,0
2,"V",282,TRUE,4,0,1,FALSE,0,0,8,1,3,0,0,0
2,"V",283,TRUE,1,1,0,FALSE,0,0,3,5,9,0,0,0
2,"V",284,TRUE,4,0,0,FALSE,0,0,7,5,8,0,0,0
2,"V",285,TRUE,4,0,1,FALSE,0,0,5,6,9,0,0,0
2,"V",286,TRUE,3,0,1,FALSE,0,0,6,3,5,0,0,0
2,"V",287,TRUE,1,1,1,FALSE,0,0,7,0,0,1,1,1
2,"V",288,TRUE,2,0,0,FALSE,0,0,7,1,2,0,0,0
2,"V",289,TRUE,1,0,1,FALSE,0,0,8,1,1,0,0,0
2,"V",290,TRUE,3,0,1,FALSE,0,0,5,2,5,0,0,0
2,"V",291,TRUE,4,0,0,FALSE,0,0,3,1,1,0,0,0
2,"V",292,TRUE,1,0,0,TRUE,0,1,6,4,5,0,0,0
2,"V",293,TRUE,3,1,1,FALSE,0,0,3,2,5,1,1,1
2,"V",294,FALSE,3,0,1,FALSE,0,0,5,3,5,0,0,0
2,"V",295,TRUE,2,0,0,TRUE,0,1,9,5,7,0,0,0
2,"V",296,TRUE,2,1,0,FALSE,0,0,5,3,5,0,0,0
2,"V",297,FALSE,2,1,0,FALSE,0,0,9,1,1,0,0,0
2,"V",298,TRUE,4,1,0,FALSE,0,0,10,3,5,1,1,1
2,"V",299,TRUE,4,0,0,FALSE,0,0,1,1,2,1,1,1
2,"V",300,TRUE,1,0,1,FALSE,0,0,8,4,6,0,0,0
2,"V",301,TRUE,2,0,1,FALSE,0,0,8,2,3,0,0,0
2,"V",302,TRUE,3,0,1,FALSE,0,0,5,4,6,0,0,0
2,"C",303,TRUE,2,0,0,TRUE,0,1,2,3,5,0,0,0
2,"C",304,TRUE,4,1,1,FALSE,0,0,2,1,2,1,1,1
2,"C",305,TRUE,1,0,0,TRUE,0,1,3,0,0,0,0,0
2,"C",306,TRUE,4,1,0,TRUE,1,0,6,4,6,0,0,0
2,"C",307,TRUE,4,1,0,TRUE,1,0,6,2,4,0,0,0
2,"C",308,TRUE,3,1,0,TRUE,1,0,7,4,5,0,0,0
2,"V",309,TRUE,2,0,1,FALSE,0,0,3,3,5,0,0,0
2,"C",310,TRUE,2,0,0,TRUE,0,1,6,3,5,0,0,0
2,"C",311,TRUE,2,0,0,TRUE,0,1,6,2,3,0,0,0
2,"C",312,TRUE,4,1,0,FALSE,0,0,5,3,5,0,0,0
2,"C",313,TRUE,2,0,1,FALSE,0,0,5,4,6,0,0,0
2,"V",314,TRUE,1,0,1,FALSE,0,0,7,1,2,0,0,0
2,"C",315,TRUE,4,1,1,FALSE,0,0,7,0,1,0,0,0
2,"V",316,TRUE,2,1,1,FALSE,0,0,1,3,5,1,1,1
2,"C",317,TRUE,3,1,1,TRUE,1,0,6,1,2,1,1,1
2,"C",318,TRUE,2,0,1,TRUE,0,1,5,3,5,0,0,0
2,"V",319,TRUE,3,1,0,TRUE,1,0,7,1,3,0,0,0
2,"V",320,FALSE,1,1,1,FALSE,0,0,5,5,5,1,1,1
2,"V",321,TRUE,3,1,1,TRUE,1,0,7,2,3,1,1,1
2,"V",322,TRUE,4,1,1,FALSE,0,0,3,5,8,1,1,1
2,"V",323,TRUE,4,1,1,FALSE,0,0,5,1,2,1,1,1
2,"C",324,TRUE,2,0,0,TRUE,0,1,3,2,4,0,0,0
2,"C",325,TRUE,1,0,1,FALSE,0,0,6,2,4,0,0,0
2,"C",326,TRUE,4,1,1,FALSE,0,0,6,0,0,0,0,0
2,"C",327,TRUE,4,1,0,TRUE,1,0,5,3,3,0,0,0
2,"V",328,TRUE,4,0,0,FALSE,0,0,8,0,1,0,0,0
2,"C",329,TRUE,1,0,1,FALSE,0,0,3,2,3,0,0,0
2,"C",330,TRUE,2,1,1,FALSE,0,0,4,2,3,1,1,1
2,"C",331,TRUE,3,1,1,FALSE,0,0,6,4,6,1,1,1
2,"V",332,FALSE,1,1,1,FALSE,0,0,4,4,6,1,1,1
2,"C",333,TRUE,3,1,1,FALSE,0,0,2,0,0,1,0,0
2,"C",334,TRUE,2,0,0,TRUE,0,1,8,3,5,0,0,0
2,"C",335,FALSE,1,0,0,TRUE,0,1,7,1,1,0,0,0
2,"C",336,TRUE,3,1,1,FALSE,0,0,2,1,2,0,0,0
2,"V",337,TRUE,4,0,0,FALSE,0,0,7,2,3,0,0,0
2,"V",338,TRUE,2,0,0,TRUE,0,1,1,5,5,0,0,0
2,"C",339,TRUE,2,1,0,FALSE,0,0,5,4,5,1,1,1
2,"V",340,TRUE,4,0,1,FALSE,0,0,7,5,9,1,1,1
2,"V",341,TRUE,2,1,1,FALSE,0,0,9,3,5,0,0,0
2,"C",342,TRUE,1,1,1,FALSE,0,0,6,3,5,1,1,1
2,"C",343,TRUE,3,1,1,FALSE,0,0,1,3,0,1,1,1
2,"V",344,TRUE,3,1,1,TRUE,1,0,1,3,5,1,1,1
2,"V",345,TRUE,4,0,1,FALSE,0,0,9,2,4,0,0,0
2,"V",346,TRUE,4,0,1,FALSE,0,0,10,2,5,0,0,0
2,"V",347,TRUE,1,0,1,FALSE,0,0,3,3,5,0,1,0
2,"V",348,TRUE,2,1,1,FALSE,0,0,7,1,1,0,1,0
2,"V",349,TRUE,1,1,1,FALSE,0,0,2,4,6,0,0,0
2,"V",350,FALSE,3,0,1,FALSE,0,0,7,3,6,0,0,0
2,"V",351,TRUE,3,1,0,TRUE,1,0,1,0,0,0,0,0
2,"V",352,TRUE,2,1,1,FALSE,0,0,3,4,6,0,0,0
